,Unnamed: 0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,year,month,day,helpful_rate,review_length,review,total_sentiscore
52,53,13920155,R1DDJOZCYZBOT9,B00009V3X6,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,5,2,3,N,Y,i couldn t enjoy our travels in our rv if i didn t have ,i couldn t enjoy our travels in our rv if i didn t have my sharp convection microwave oven i just love it ,2015-08-11,2015,8,11,0.6666666666666666,162,i couldn t enjoy our travels in our rv if i didn t have  i couldn t enjoy our travels in our rv if i didn t have my sharp convection microwave oven i just love it ,0.891
53,54,42272630,R2A9T9J3IZ5H5E,B002I9QFNC,838179571,hmv3051u 300 series 1.6 cu. ft. over-the range microwave oven with 1000 watts 10 microwave power levels automatic shut off and lcd display: stainless,1,6,6,N,N,won t be buying bosch again ,i ve had this microwave for 10 months and already the handle broke apparently like everyone else s dealing with the bosch customer service group has been horrible required like 8 phone calls to get a replacement part ordered under warranty and then they wanted 99 for a tech to install it i finally convinced them to just send me the part for free so i could install it myself after removing the plastic trim from the inside discovered that the screw holding the top part of the handle is behind a metal piece that seemed impossible to remove i just drilled through the metal and was able to get it done whew ,2015-08-10,2015,8,10,1.0,637,won t be buying bosch again  i ve had this microwave for 10 months and already the handle broke apparently like everyone else s dealing with the bosch customer service group has been horrible required like 8 phone calls to get a replacement part ordered under warranty and then they wanted 99 for a tech to install it i finally convinced them to just send me the part for free so i could install it myself after removing the plastic trim from the inside discovered that the screw holding the top part of the handle is behind a metal piece that seemed impossible to remove i just drilled through the metal and was able to get it done whew ,0.8316
54,55,35553621,R3EPBXK1X7BZDI,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,5,0,0,N,Y,excellent microwave does the job ,excellent product does the job i have one in my home and when an older over the stove unit failed in a rental i immediately ordered another a few things are tricky in the install but were easily and quickly resolved tenants happy i m happy in this case the older unit had limited functionality the whirlpool has several features new to them that are real benefits ,2015-08-10,2015,8,10,,397,excellent microwave does the job  excellent product does the job i have one in my home and when an older over the stove unit failed in a rental i immediately ordered another a few things are tricky in the install but were easily and quickly resolved tenants happy i m happy in this case the older unit had limited functionality the whirlpool has several features new to them that are real benefits ,0.9615
55,56,39828584,R1HFUJLGGZLA2X,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",5,0,0,N,Y,five stars,love it ,2015-08-09,2015,8,9,,18,five stars love it ,0.6369
56,57,12284007,R1SGRCSYQEMI0F,B001QFYDSI,295520151,sharp microwave drawer oven,5,0,0,N,Y,great drawer microwave,we really like the look of this microwave we used the same model in our last home and liked it and just had a new home built and chose to have the same model installed in our new kitchen we have never had any issues with it it is classy looking large enough for a casserole dish and heats well ,2015-08-09,2015,8,9,,316,great drawer microwave we really like the look of this microwave we used the same model in our last home and liked it and just had a new home built and chose to have the same model installed in our new kitchen we have never had any issues with it it is classy looking large enough for a casserole dish and heats well ,0.9286
57,58,17681666,R198VUDI60EYSE,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,2,4,4,N,Y,microwave worked fine when i bought back in march 15,microwave worked fine when i bought back in march 15 then a few days ago it would not turn on will not buy danby microwaves again ,2015-08-09,2015,8,9,1.0,182,microwave worked fine when i bought back in march 15 microwave worked fine when i bought back in march 15 then a few days ago it would not turn on will not buy danby microwaves again ,0.3818
58,59,15944240,R2VDH787K2ZDVS,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,2,2,3,N,Y,to the point where it s annoying if i had known this before i purchased ,when you close the door it is very loud to the point where it s annoying if i had known this before i purchased it i would have bought a more expensive one to not deal with the noise every time it closes the plastic covering the buttons is already ripping had it for less than a year other than that it works fine ,2015-08-09,2015,8,9,0.6666666666666666,386,to the point where it s annoying if i had known this before i purchased  when you close the door it is very loud to the point where it s annoying if i had known this before i purchased it i would have bought a more expensive one to not deal with the noise every time it closes the plastic covering the buttons is already ripping had it for less than a year other than that it works fine ,-0.5574
59,60,11216874,RJSZGT70TBDBX,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,4,0,1,N,Y,still in the box,purchased this for college student and it has not been used yet still in the original box looks nice however ,2015-08-09,2015,8,9,0.0,125,still in the box purchased this for college student and it has not been used yet still in the original box looks nice however ,0.6249
60,61,24044335,R1LKTKXR8G1437,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,5,0,1,N,Y,five stars,awesome ,2015-08-09,2015,8,9,0.0,18,five stars awesome ,0.6249
61,62,5679534,R2UDBTRZJPU09T,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,3,0,0,N,Y,but it is a little slow and worse of all it has no way to quickly add ,microwave and reheat function works well but it is a little slow and worse of all it has no way to quickly add 30 seconds or a minute you must always either select a mode or manually enter the cook time before starting ,2015-08-08,2015,8,8,,289,but it is a little slow and worse of all it has no way to quickly add  microwave and reheat function works well but it is a little slow and worse of all it has no way to quickly add 30 seconds or a minute you must always either select a mode or manually enter the cook time before starting ,-0.8875
62,63,2715832,R2487ZJ2GCE02N,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,five stars,very good item,2015-08-07,2015,8,7,,24,five stars very good item,0.4927
63,64,16496840,R33PO0Y4KJSRIB,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,love it ,i was reluctant to get a microwave because of limited counter space that i have in my tiny apartment so i talked myself out of not needing a microwave but then i realize how convenient it is to have one and found this one that s just the right size that s when i knew i had to get it but don t let its size fool you it can fit a full sized dinner plate five star for sleek design and function love it ,2015-08-06,2015,8,6,,409,love it  i was reluctant to get a microwave because of limited counter space that i have in my tiny apartment so i talked myself out of not needing a microwave but then i realize how convenient it is to have one and found this one that s just the right size that s when i knew i had to get it but don t let its size fool you it can fit a full sized dinner plate five star for sleek design and function love it ,0.7814
64,65,16779914,R32U84HFYW9RAB,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,great price great microwave,the microwave does what it s supposed to do and is easy to use i like the express settings so when you press any single digit it automatically puts in that amount of minutes it is great for urban kitchen needs for smaller kitchens doesn t take up too much space or for bringing up flights of stairs it is nice and light really compact heats up food well great for the price ,2015-08-06,2015,8,6,,401,great price great microwave the microwave does what it s supposed to do and is easy to use i like the express settings so when you press any single digit it automatically puts in that amount of minutes it is great for urban kitchen needs for smaller kitchens doesn t take up too much space or for bringing up flights of stairs it is nice and light really compact heats up food well great for the price ,0.9792
